id,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income
24124000,1450000,HOUSE,APARTMENT_BLOCK,Brussels-Capital,Brussels,Brussels,1050,,,1960,600,0,2,0,MISSING,0,0,1,,0,0,0,0,TO_RENOVATE,,MISSING,MISSING,0,
36627000,486000,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2370,51.3208748,5.0883225,,150,,,2,HYPER_EQUIPPED,0,0,1,17,0,0,0,0,AS_NEW,,MISSING,MISSING,1,
62594000,405000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1180,,,2022,77,,,1,USA_HYPER_EQUIPPED,0,0,0,0,0,0,0,0,AS_NEW,55,B,MISSING,1,
5468000,425000,HOUSE,EXCEPTIONAL_PROPERTY,Flanders,Antwerp,Antwerp,2620,51.1452459,4.3382869,1958,166,378,3,3,SEMI_EQUIPPED,0,1,0,0,0,0,0,0,GOOD,,MISSING,GAS,1,
38013000,245000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8500,50.8378232,3.2654172,1937,154,235,2,4,MISSING,0,0,0,0,0,0,0,0,GOOD,242,C,MISSING,1,498
59881000,1795000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1150,,,1939,515,513,3,6,HYPER_EQUIPPED,0,0,1,30,1,513,0,0,GOOD,290,F,FUELOIL,1,
1844000,1169000,APARTMENT,PENTHOUSE,Brussels-Capital,Brussels,Brussels,1040,,,,,,3,4,HYPER_EQUIPPED,0,0,1,1,0,0,0,0,AS_NEW,,A+,ELECTRIC,1,
37195000,275000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6220,50.4806312,4.5232771,2015,118,,3,3,HYPER_EQUIPPED,0,0,1,42,0,0,0,0,AS_NEW,79,A,MISSING,1,913
26284000,496898,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9500,,,,227,624,4,3,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
77616000,345000,APARTMENT,PENTHOUSE,Flanders,Antwerp,Antwerp,2160,51.2012703,4.5246819,2023,90,,,2,INSTALLED,0,0,1,17,0,0,0,0,GOOD,,MISSING,ELECTRIC,1,
78735000,150000,APARTMENT,FLAT_STUDIO,Flanders,Antwerp,Turnhout,2200,51.1822455,4.829183,2000,28,,2,0,INSTALLED,0,0,0,0,0,0,0,0,GOOD,276,C,ELECTRIC,1,173
71785000,255000,HOUSE,MIXED_USE_BUILDING,Flanders,Flemish Brabant,Halle-Vilvoorde,1650,50.7696515,4.3175758,1969,82,0,,2,MISSING,0,1,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
40900000,335000,APARTMENT,FLAT_STUDIO,Flanders,Antwerp,Antwerp,2000,51.2207529,4.4102467,,63,,,0,MISSING,0,0,1,10,1,15,0,1,MISSING,,MISSING,MISSING,0,
13084000,119000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6280,50.3689584,4.467922,,82,,,2,MISSING,0,1,1,20,1,1750,0,0,GOOD,481,F,MISSING,1,
49578000,415900,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3800,50.8086039,5.1948937,,111,,,3,HYPER_EQUIPPED,0,0,0,0,0,0,0,1,GOOD,0,MISSING,MISSING,0,
75260000,349000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1770,50.8759597,4.0889125,1968,,0,,3,MISSING,0,0,0,0,0,0,0,0,MISSING,601,F,MISSING,0,
75555000,489000,HOUSE,MANSION,Flanders,East Flanders,Gent,9800,50.9850203,3.5313664,1931,210,160,2,3,USA_HYPER_EQUIPPED,0,0,1,,1,70,0,0,GOOD,198,B,GAS,1,
79126000,985000,HOUSE,VILLA,Flanders,Antwerp,Antwerp,2650,51.166307,4.4212933,1961,300,540,,6,SEMI_EQUIPPED,0,0,0,0,0,0,0,1,GOOD,241,C,GAS,1,
49993000,419000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9810,50.9634217,3.6024822,2024,158,257,3,3,INSTALLED,0,0,1,,0,0,0,1,MISSING,,A,MISSING,1,
76997000,289000,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9032,51.0886899,3.6987769,,102,,,3,MISSING,0,0,0,0,0,0,0,0,MISSING,162,B,MISSING,1,
74157000,365000,HOUSE,BUNGALOW,Flanders,East Flanders,Dendermonde,9290,51.0110386,3.9992584,1991,174,552,4,2,INSTALLED,0,1,1,,1,,0,0,GOOD,422,E,FUELOIL,1,
16536000,630000,HOUSE,VILLA,Wallonia,Walloon Brabant,Nivelles,1380,,,1992,185,1505,4,3,INSTALLED,0,0,1,100,1,800,0,1,AS_NEW,405,E,ELECTRIC,1,3133
47019000,431925,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9570,50.8070922,3.8729461,2022,208,533,,3,MISSING,0,0,1,18,1,417,0,0,GOOD,,MISSING,MISSING,0,
52587000,420000,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7830,,,2005,,977,4,4,INSTALLED,0,1,1,,0,0,0,1,GOOD,145,B,FUELOIL,1,999
34746000,710000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1410,50.7234791,4.4152481,1967,355,1450,3,4,INSTALLED,0,1,1,40,1,1000,0,0,JUST_RENOVATED,,C,FUELOIL,1,
31242000,699000,HOUSE,VILLA,Flanders,Limburg,Maaseik,3920,51.2443742,5.3091659,1958,214,2157,4,4,MISSING,0,0,0,0,0,0,1,0,GOOD,240,C,GAS,1,1606
59010000,695000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3494485,3.2890094,1992,78,,,2,USA_HYPER_EQUIPPED,0,0,1,,0,0,0,0,AS_NEW,209,C,ELECTRIC,1,
55656000,185000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1030,,,,122,,,2,NOT_INSTALLED,0,0,0,0,0,0,0,1,TO_RENOVATE,309,F,GAS,0,1616
40756000,234900,APARTMENT,APARTMENT,Wallonia,Luxembourg,Marche-en-Famenne,6970,50.0919982,5.5065859,2024,90,,3,2,NOT_INSTALLED,0,0,1,,1,137,0,1,AS_NEW,85,A,GAS,0,
8738000,244900,APARTMENT,APARTMENT,Wallonia,Luxembourg,Bastogne,6640,49.9121568,5.5725311,2024,97,,,2,NOT_INSTALLED,0,0,1,10,0,0,0,0,AS_NEW,,MISSING,MISSING,0,
72848000,325500,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9470,50.8866496,4.0781823,2024,106,,,2,USA_HYPER_EQUIPPED,0,0,1,14,0,0,0,0,MISSING,,MISSING,MISSING,1,
25136000,179000,HOUSE,HOUSE,Wallonia,Liège,Liège,4000,50.6604344,5.5648087,,113,0,2,3,INSTALLED,0,1,0,0,1,120,0,1,GOOD,296,D,FUELOIL,1,609
17986000,368000,HOUSE,MANSION,Flanders,Antwerp,Antwerp,2140,51.2164809,4.4333869,,,0,,5,INSTALLED,0,0,0,0,1,10,0,1,MISSING,634,F,MISSING,0,
49942000,325000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9890,50.9293895,3.6279527,1974,207,1411,4,1,MISSING,0,0,0,0,0,0,0,1,TO_RENOVATE,633,F,MISSING,0,1512
56233000,565000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3438125,3.256974,1990,90,,,2,INSTALLED,0,0,1,8,0,0,0,0,MISSING,138,B,GAS,1,1199
6492000,800000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3398143,3.2419212,2022,90,,2,2,USA_HYPER_EQUIPPED,0,0,1,12,0,0,0,0,AS_NEW,,MISSING,MISSING,1,
66202000,165000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6001,50.4008042,4.4250901,,83,,3,2,MISSING,0,0,0,0,0,0,0,1,AS_NEW,143,B,MISSING,0,1104
46913000,357500,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9450,50.9068955,4.0131663,,131,165,,3,MISSING,0,0,1,,0,0,0,0,MISSING,,MISSING,MISSING,0,
68693000,200000,APARTMENT,PENTHOUSE,Brussels-Capital,Brussels,Brussels,1180,50.8025932,4.3297133,1967,66,,2,1,SEMI_EQUIPPED,0,0,1,9,0,0,0,0,GOOD,833,G,GAS,1,1103
384000,349000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2610,51.178322,4.4214864,1962,132,,2,3,MISSING,0,0,1,,0,0,0,1,AS_NEW,91,A,GAS,1,
52750000,199000,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Antwerp,2100,51.2212061,4.4665311,,67,,2,1,INSTALLED,0,0,1,12,0,0,0,0,AS_NEW,,MISSING,GAS,1,
39289000,355000,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8500,50.8221546,3.2583534,2023,98,,2,2,MISSING,0,0,1,,1,8,0,0,GOOD,,A+,MISSING,1,208
40555000,281490,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3210,50.8785592,4.8235591,,73,,,1,INSTALLED,0,0,1,9,0,0,0,0,GOOD,20,A,MISSING,0,
37379000,445000,HOUSE,APARTMENT_BLOCK,Brussels-Capital,Brussels,Brussels,1083,50.8692207,4.3101964,1936,210,95,2,2,MISSING,0,1,0,0,0,0,0,0,GOOD,552,G,GAS,1,2015
75472000,199000,HOUSE,TOWN_HOUSE,Wallonia,Hainaut,Mons,7020,,,,100,0,2,4,MISSING,0,1,1,9,1,,0,1,GOOD,267,D,FUELOIL,1,960
63494000,750000,HOUSE,FARMHOUSE,Wallonia,Liège,Verviers,4650,50.6859802,5.7794168,,183,42560,4,4,INSTALLED,0,0,0,0,0,0,0,1,MISSING,495,F,MISSING,0,797
30734000,1285000,HOUSE,MANSION,Brussels-Capital,Brussels,Brussels,1030,,,1920,445,244,2,6,USA_INSTALLED,0,0,1,25,1,17,0,1,TO_BE_DONE_UP,197,D,FUELOIL,1,
1769000,165000,APARTMENT,APARTMENT,Wallonia,Namur,Dinant,5590,50.2930671,5.0955542,,58,,,2,MISSING,0,0,0,0,0,0,0,0,GOOD,330,D,ELECTRIC,1,743
23675000,250000,HOUSE,BUNGALOW,Wallonia,Liège,Liège,4040,,,1956,100,505,3,2,INSTALLED,0,0,1,17,1,378,0,1,GOOD,404,E,FUELOIL,1,984
30891000,740000,HOUSE,VILLA,Flanders,West Flanders,Brugge,8340,51.2923928,3.3363213,1945,,1390,,3,MISSING,0,0,0,0,0,0,0,0,GOOD,151,B,MISSING,0,
16194000,1795000,HOUSE,VILLA,Flanders,West Flanders,Brugge,8300,,,1963,214,485,4,3,INSTALLED,0,0,1,,1,397,0,0,GOOD,289,C,GAS,1,1962
44929000,370000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1080,50.8533908,4.3011827,1968,154,,3,3,INSTALLED,0,1,1,36,0,0,0,1,GOOD,251,E,GAS,1,
41547000,340000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8450,51.2233675,2.9500369,,96,,,2,MISSING,0,0,1,21,0,0,0,0,GOOD,0,MISSING,MISSING,0,
14269000,349000,HOUSE,HOUSE,Flanders,West Flanders,Oostend,8400,51.2185796,2.9109421,1984,201,158,2,3,MISSING,0,0,1,,0,0,0,0,GOOD,361,D,ELECTRIC,1,1145
47354000,377400,HOUSE,HOUSE,Wallonia,Luxembourg,Virton,6747,49.6253617,5.6953372,2024,123,226,3,3,MISSING,0,0,1,9,1,97,0,1,MISSING,,A,MISSING,1,
15469000,179000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8530,50.859569,3.319747,,127,143,2,3,MISSING,0,0,1,,0,0,0,0,GOOD,428,E,GAS,1,488
41722000,319000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2640,51.1767004,4.4498903,1960,70,,3,2,SEMI_EQUIPPED,0,0,1,9,1,24,0,0,JUST_RENOVATED,312,D,GAS,1,
24284000,215000,APARTMENT,APARTMENT,Wallonia,Hainaut,Mons,7334,50.4536098,3.7850587,2024,85,,2,2,HYPER_EQUIPPED,0,1,0,0,0,0,0,1,MISSING,,A,ELECTRIC,1,
68537000,570000,HOUSE,VILLA,Wallonia,Walloon Brabant,Nivelles,1325,,,1979,150,706,4,3,HYPER_EQUIPPED,0,0,1,,0,0,0,0,GOOD,336,D,MISSING,1,1829
21833000,150000,HOUSE,CHALET,Flanders,Antwerp,Turnhout,2235,51.0654553,4.8565475,2014,96,521,4,1,MISSING,0,0,0,0,0,0,0,0,MISSING,395,D,WOOD,1,1
42409000,1195000,HOUSE,APARTMENT_BLOCK,Flanders,Antwerp,Antwerp,2640,51.1739138,4.4420778,1972,450,500,2,8,HYPER_EQUIPPED,0,0,1,45,0,0,0,1,AS_NEW,105,B,GAS,1,
76114000,465000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1730,50.899288,4.2086325,2009,195,462,4,3,MISSING,0,0,1,,0,0,0,1,AS_NEW,131,B,GAS,1,1545
8943000,425000,HOUSE,VILLA,Wallonia,Hainaut,Mons,7012,50.4246603,3.8937913,,,1340,4,3,HYPER_EQUIPPED,0,0,1,,0,0,1,1,AS_NEW,364,E,MISSING,1,95276
13088000,208000,HOUSE,HOUSE,Wallonia,Liège,Liège,4000,50.6314509,5.5560492,,,100,2,3,MISSING,0,0,0,0,0,0,0,1,TO_BE_DONE_UP,,MISSING,GAS,0,875
54155000,199000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8531,50.8828506,3.2956938,1966,267,462,,3,INSTALLED,0,0,0,0,0,0,0,0,TO_RENOVATE,431,E,GAS,0,805
42111000,1750000,HOUSE,VILLA,Flanders,Antwerp,Antwerp,2610,51.1784587,4.3978996,,328,1082,4,5,USA_SEMI_EQUIPPED,0,0,1,60,1,1082,0,1,TO_RENOVATE,727,F,MISSING,1,3832
22715000,215000,HOUSE,HOUSE,Wallonia,Liège,Huy,4500,50.5329941,5.2376099,1970,103,604,4,2,INSTALLED,0,1,1,46,1,270,0,1,TO_BE_DONE_UP,780,G,FUELOIL,1,889
53424000,165000,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3600,51.0125947,5.4900263,,74,,2,1,MISSING,0,0,0,0,0,0,0,1,MISSING,316,D,GAS,1,1
49793000,399000,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1000,50.8164039,4.3745419,2023,57,,,0,USA_SEMI_EQUIPPED,0,0,1,11,0,0,0,0,AS_NEW,45,A,MISSING,1,
54390000,439585,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1730,50.9054755,4.2048959,,,0,,3,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
16171000,189000,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2400,51.1816096,5.1093781,1986,115,,,2,MISSING,0,0,1,,0,0,0,0,GOOD,112,B,GAS,1,790
67280000,164500,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Brugge,8370,51.3146044,3.1255423,2024,46,,,1,MISSING,0,0,1,5,0,0,0,1,MISSING,,MISSING,MISSING,1,
13700000,420000,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7540,,,,172,931,4,3,MISSING,0,0,1,,0,0,0,1,MISSING,,MISSING,GAS,1,
20664000,200000,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3511,50.9501882,5.2711277,1935,,1331,3,3,MISSING,0,0,1,,0,0,0,1,TO_RENOVATE,923,F,MISSING,0,386
13557000,1530000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3510419,3.2928716,2003,170,,,3,MISSING,0,0,0,0,0,0,0,0,GOOD,,MISSING,MISSING,0,
55499000,217900,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8430,51.1585172,2.7678264,2023,67,,,1,MISSING,0,0,0,0,0,0,0,0,GOOD,0,MISSING,MISSING,0,
45835000,199000,HOUSE,HOUSE,Wallonia,Liège,Liège,4430,50.6592005,5.5038315,,132,184,3,2,MISSING,0,0,1,,0,0,0,1,GOOD,498,F,FUELOIL,0,480
60548000,215000,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7536,,,,131,230,3,3,MISSING,0,1,0,0,0,0,0,1,MISSING,423,E,GAS,1,545
17368000,149000,APARTMENT,FLAT_STUDIO,Wallonia,Liège,Liège,4000,50.6441469,5.5671924,,72,,2,0,INSTALLED,0,0,0,0,0,0,0,1,GOOD,213,C,GAS,1,922
61949000,350000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1930,50.876423,4.506339,,144,315,,3,MISSING,0,0,1,,0,0,0,0,TO_RESTORE,258,C,MISSING,0,443
56247000,359000,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8630,51.0726864,2.6794577,2023,118,,2,2,INSTALLED,0,0,1,15,0,0,0,1,AS_NEW,,MISSING,GAS,0,
23076000,666000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1390,50.759799,4.6908311,2023,367,908,3,4,NOT_INSTALLED,0,0,0,0,1,,0,1,MISSING,,B,MISSING,0,
58763000,359000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2380,51.3721625,5.009707,,232,428,3,3,SEMI_EQUIPPED,0,1,1,,1,,0,0,GOOD,256,C,FUELOIL,1,
4266000,180000,HOUSE,TOWN_HOUSE,Wallonia,Hainaut,Soignies,7100,,,,147,0,,2,INSTALLED,0,0,0,0,0,0,0,1,MISSING,313,D,MISSING,1,
6087000,374500,HOUSE,VILLA,Wallonia,Luxembourg,Virton,6810,49.6901544,5.3717116,2024,,560,3,3,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,1,
39539000,249000,HOUSE,APARTMENT_BLOCK,Flanders,Antwerp,Antwerp,2640,51.1759113,4.4373519,,147,0,2,0,INSTALLED,0,1,0,0,0,0,0,0,MISSING,,MISSING,FUELOIL,1,
48951000,347160,APARTMENT,PENTHOUSE,Wallonia,Liège,Liège,4130,50.5305179,5.5739073,,97,,,2,NOT_INSTALLED,0,0,1,16,0,0,0,1,MISSING,,A,ELECTRIC,1,
65611000,369000,HOUSE,HOUSE,Flanders,West Flanders,Veurne,8620,51.1289349,2.7561845,1935,153,179,4,3,MISSING,0,0,0,0,1,179,0,0,GOOD,291,C,MISSING,0,530
12718000,510000,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9280,,,,240,810,3,5,HYPER_EQUIPPED,0,0,1,,0,0,0,0,AS_NEW,393,D,FUELOIL,0,1205
54073000,145000,HOUSE,HOUSE,Wallonia,Liège,Liège,4000,50.6602504,5.565507,,130,93,2,3,SEMI_EQUIPPED,0,1,0,0,0,0,0,0,TO_RENOVATE,293,D,GAS,1,763
42043000,349000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8310,51.194079,3.2371078,1965,,377,3,3,MISSING,0,0,1,,0,0,0,1,MISSING,494,E,MISSING,1,989
57346000,249000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8730,51.1375614,3.3285667,1918,101,,3,2,MISSING,0,0,1,,0,0,0,0,GOOD,,C,GAS,1,
7502000,300000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1180,50.7952533,4.3197984,2023,69,,2,1,USA_HYPER_EQUIPPED,0,0,1,16,0,0,0,1,AS_NEW,45,A,MISSING,1,
61410000,655000,APARTMENT,PENTHOUSE,Flanders,West Flanders,Veurne,8670,51.1207513,2.6352961,2023,99,,2,2,INSTALLED,0,0,1,63,0,0,0,0,AS_NEW,,MISSING,GAS,0,
12434000,135000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8580,,,1965,176,511,3,2,MISSING,0,0,0,0,1,320,0,0,TO_RENOVATE,1163,F,ELECTRIC,1,242
20963000,199000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2170,51.2494357,4.4386965,1979,103,,2,2,INSTALLED,0,0,0,0,0,0,0,0,GOOD,165,B,GAS,1,1130
39224000,309000,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9473,50.9026515,4.0422243,,142,,,3,HYPER_EQUIPPED,0,0,1,,0,0,0,1,MISSING,100,A,GAS,1,
54061000,1000000,HOUSE,EXCEPTIONAL_PROPERTY,Wallonia,Luxembourg,Neufchâteau,6927,,,,680,37914,4,8,INSTALLED,0,1,1,,0,0,0,1,GOOD,285,D,FUELOIL,1,2302
31448000,185000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2020,51.1821925,4.3915097,1965,92,,3,2,INSTALLED,0,0,1,6,0,0,0,0,GOOD,194,B,FUELOIL,1,743
28849000,329000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2530,51.1654941,4.4879473,1936,109,408,3,3,NOT_INSTALLED,0,0,0,0,1,285,0,1,TO_RENOVATE,372,D,GAS,1,553
74414000,512000,HOUSE,HOUSE,Flanders,West Flanders,Veurne,8670,51.1171412,2.6753183,,143,625,,3,MISSING,0,0,0,0,0,0,0,1,MISSING,19,A,MISSING,0,
30166000,285710,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7780,50.7377044,2.9112604,2023,165,485,3,4,MISSING,0,0,0,0,0,0,0,1,AS_NEW,,MISSING,GAS,1,
59853000,288425,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4450,50.7171712,5.5783228,2023,110,,2,2,INSTALLED,0,1,1,8,0,0,0,1,MISSING,,MISSING,MISSING,1,
63243000,164900,APARTMENT,APARTMENT,Flanders,East Flanders,Oudenaarde,9600,50.7367476,3.5892233,2022,68,,,1,MISSING,0,0,1,,0,0,0,0,GOOD,0,MISSING,MISSING,0,
18782000,365325,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9890,50.9284071,3.679605,2023,113,,,3,MISSING,0,0,1,10,0,0,0,1,GOOD,1,A++,MISSING,0,1
46475000,345000,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9700,50.8606073,3.6342815,,234,4224,2,5,MISSING,0,0,0,0,0,0,0,1,GOOD,510,F,GAS,0,
22527000,495000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1700,50.8184503,4.2380163,1930,195,1512,4,4,MISSING,0,0,1,,0,0,0,1,GOOD,1070,F,CARBON,1,847
27300000,262900,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2970,51.2425899,4.5887456,2024,68,,,1,MISSING,0,0,1,8,0,0,0,1,MISSING,,MISSING,MISSING,0,
42206000,560000,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8670,51.1242298,2.681673,2024,97,,,2,HYPER_EQUIPPED,0,0,1,20,0,0,0,0,GOOD,,MISSING,GAS,1,
6283000,179500,APARTMENT,APARTMENT,Flanders,East Flanders,Sint-Niklaas,9160,51.1170834,4.0092577,2015,68,,,1,MISSING,0,0,0,0,0,0,0,0,MISSING,104,B,MISSING,1,
28164000,169000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6183,50.46326,4.332303,2022,56,,,1,HYPER_EQUIPPED,0,0,1,5,0,0,0,1,MISSING,,B,GAS,1,
17904000,298320,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8460,51.1877905,2.9954914,2024,96,,,2,MISSING,0,0,1,20,1,20,0,1,GOOD,,MISSING,MISSING,0,
